INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
24160	Linh Th¯ Song Ki®t Trß·ng Thành	2416	75	9	0	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24160
24161	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24160
24162	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24160
24163	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24160
24164	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24160
24165	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24160
24166	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24160
24169	Linh Th¯ Song Ki®t Bäo Bäo	2416	75	9	0	1	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24160
24170	Linh Th¯ Song Ki®t Trß·ng Thành	2417	85	9	0	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24171	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24172	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24173	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24174	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24175	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24176	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24177	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24179	Linh Th¯ Song Ki®t Bäo Bäo	2417	85	9	0	1	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24170
24180	Linh Th¯ Song Ki®t Trß·ng Thành	2418	95	9	0	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1608	1301	828	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24181	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24182	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24183	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1789	1447	921	1184	921	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24184	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1850	1496	952	1224	952	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24185	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1910	1545	983	1264	983	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24186	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1970	1594	1014	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24187	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2031	1642	1045	1344	1045	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24188	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2091	1691	1076	1384	1076	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24189	Linh Th¯ Song Ki®t Bäo Bäo	2418	95	9	0	1	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1608	1301	828	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24180
24190	Man ThÕch Quái Trß·ng Thành	2419	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	900000	24190
24191	Man ThÕch Quái Biªn D¸	2419	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1488	1111	539	970	755	846	930	972	1099	1269	100	100	200	100	500	900000	24190
24192	Man ThÕch Quái Biªn D¸	2419	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1682	1255	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	900000	24190
24199	Man ThÕch Quái Bäo Bäo	2419	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	900000	24190
24200	Man ThÕch Quái Trß·ng Thành	2420	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	900000	24200
24201	Man ThÕch Quái Biªn D¸	2420	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1486	1109	538	969	753	948	1042	1090	1232	1422	100	100	200	100	500	900000	24200
24202	Man ThÕch Quái Biªn D¸	2420	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1621	1210	587	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	900000	24200
24203	Man ThÕch Quái Biªn D¸	2420	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1756	1310	636	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	900000	24200
24209	Man ThÕch Quái Bäo Bäo	2420	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	900000	24200
24210	Man ThÕch Quái Trß·ng Thành	2421	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24210
24211	Man ThÕch Quái Biªn D¸	2421	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1513	1129	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24210
24212	Man ThÕch Quái Biªn D¸	2421	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1618	1208	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24210
24213	Man ThÕch Quái Biªn D¸	2421	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1724	1286	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24210
24214	Man ThÕch Quái Biªn D¸	2421	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1829	1365	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24210
24219	Man ThÕch Quái Bäo Bäo	2421	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24210
24220	Man ThÕch Quái Trß·ng Thành	2422	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24220
24221	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24220
24222	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24220
24223	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24220
24224	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24220
24225	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24220
24229	Man ThÕch Quái Bäo Bäo	2422	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24220
24230	Man ThÕch Quái Trß·ng Thành	2423	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24230
24231	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24230
24232	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24230
24233	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24230
24234	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24230
24235	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24230
24236	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24230
24239	Man ThÕch Quái Bäo Bäo	2423	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	900000	24230
24240	Man ThÕch Quái Trß·ng Thành	2424	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24241	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24242	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24243	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24244	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24245	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24246	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24247	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24249	Man ThÕch Quái Bäo Bäo	2424	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	900000	24240
24250	Man ThÕch Quái Trß·ng Thành	2425	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1608	1301	828	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24251	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24252	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24253	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1789	1447	921	1184	921	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24254	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1850	1496	952	1224	952	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24255	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1910	1545	983	1264	983	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24256	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1970	1594	1014	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24257	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2031	1642	1045	1344	1045	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24258	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2091	1691	1076	1384	1076	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24259	Man ThÕch Quái Bäo Bäo	2425	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1608	1301	828	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	900000	24250
24260	Tinh Linh Th¯ Trß·ng Thành	2426	5	9	0	0	100	10	737	300000	-1	-1	726	900000	662	250000	734	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	938	938	938	938	846	930	972	1099	1269	100	100	500	100	200	900000	24260
24261	Tinh Linh Th¯ Biªn D¸	2426	5	9	1	0	100	10	737	300000	-1	-1	726	900000	662	250000	734	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1078	1078	1078	1078	1078	846	930	972	1099	1269	100	100	500	100	200	900000	24260
24262	Tinh Linh Th¯ Biªn D¸	2426	5	9	1	0	100	10	737	300000	-1	-1	726	900000	662	250000	734	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1219	1219	1219	1219	846	930	972	1099	1269	100	100	500	100	200	900000	24260
24269	Tinh Linh Th¯ Bäo Bäo	2426	5	9	0	1	100	10	737	300000	-1	-1	726	900000	662	250000	734	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	938	938	938	938	846	930	972	1099	1269	100	100	500	100	200	900000	24260
24270	Tinh Linh Th¯ Trß·ng Thành	2427	45	9	0	0	100	10	737	350000	-1	-1	726	900000	662	300000	734	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	979	979	979	979	948	1042	1090	1232	1422	100	100	500	100	200	900000	24270
24271	Tinh Linh Th¯ Biªn D¸	2427	45	9	1	0	100	10	737	350000	-1	-1	726	900000	662	300000	734	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1076	1076	1076	1076	1076	948	1042	1090	1232	1422	100	100	500	100	200	900000	24270
24272	Tinh Linh Th¯ Biªn D¸	2427	45	9	1	0	100	10	737	350000	-1	-1	726	900000	662	300000	734	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1174	1174	1174	1174	1174	948	1042	1090	1232	1422	100	100	500	100	200	900000	24270
24273	Tinh Linh Th¯ Biªn D¸	2427	45	9	1	0	100	10	737	350000	-1	-1	726	900000	662	300000	734	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1272	1272	1272	1272	948	1042	1090	1232	1422	100	100	500	100	200	900000	24270
24279	Tinh Linh Th¯ Bäo Bäo	2427	45	9	0	1	100	10	737	350000	-1	-1	726	900000	662	300000	734	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	979	979	979	979	948	1042	1090	1232	1422	100	100	500	100	200	900000	24270
24280	Tinh Linh Th¯ Trß·ng Thành	2428	55	9	0	0	100	10	737	400000	-1	-1	726	900000	662	350000	734	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1020	1020	1020	1020	1051	1156	1208	1366	1576	100	100	500	100	200	900000	24280
24281	Tinh Linh Th¯ Biªn D¸	2428	55	9	1	0	100	10	737	400000	-1	-1	726	900000	662	350000	734	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	1096	1096	1096	1096	1051	1156	1208	1366	1576	100	100	500	100	200	900000	24280
24282	Tinh Linh Th¯ Biªn D¸	2428	55	9	1	0	100	10	737	400000	-1	-1	726	900000	662	350000	734	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1173	1173	1173	1173	1173	1051	1156	1208	1366	1576	100	100	500	100	200	900000	24280
24283	Tinh Linh Th¯ Biªn D¸	2428	55	9	1	0	100	10	737	400000	-1	-1	726	900000	662	350000	734	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1249	1249	1249	1249	1249	1051	1156	1208	1366	1576	100	100	500	100	200	900000	24280
24284	Tinh Linh Th¯ Biªn D¸	2428	55	9	1	0	100	10	737	400000	-1	-1	726	900000	662	350000	734	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1326	1326	1326	1326	1051	1156	1208	1366	1576	100	100	500	100	200	900000	24280
