INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10435336	1	4	35	336	0	539	1	-1	-1	羅成之國士無雙輪	86	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8950	35800	220	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	14	-1	-1	-1	-1	-1	-1	-1	180	-1	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435337	1	4	35	337	0	539	1	-1	-1	羅成之國士無雙輪	87	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9200	36800	221	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	10	-1	-1	-1	-1	-1	-1	-1	182	-1	182	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435338	1	4	35	338	0	539	1	-1	-1	羅成之國士無雙輪	88	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9450	37800	222	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	15	-1	-1	-1	-1	-1	-1	-1	184	-1	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435339	1	4	35	339	0	539	1	-1	-1	羅成之國士無雙輪	89	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9700	38800	224	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	9	-1	-1	-1	-1	-1	-1	-1	186	-1	186	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435340	1	4	35	340	0	539	1	-1	-1	羅成之國士無雙輪	90	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9950	39800	225	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	16	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435341	1	4	35	341	0	539	1	-1	-1	豫讓之國士無雙輪	81	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7700	30800	214	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	11	15	9	-1	-1	-1	-1	-1	-1	-1	170	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435342	1	4	35	342	0	539	1	-1	-1	豫讓之國士無雙輪	82	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7950	31800	215	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	12	14	9	-1	-1	-1	-1	-1	-1	-1	172	-1	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435343	1	4	35	343	0	539	1	-1	-1	豫讓之國士無雙輪	83	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8200	32800	216	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	12	14	10	-1	-1	-1	-1	-1	-1	-1	174	-1	174	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435344	1	4	35	344	0	539	1	-1	-1	豫讓之國士無雙輪	84	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8450	33800	217	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	12	16	9	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435345	1	4	35	345	0	539	1	-1	-1	豫讓之國士無雙輪	85	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8700	34800	219	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	13	15	9	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435346	1	4	35	346	0	539	1	-1	-1	豫讓之國士無雙輪	86	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8950	35800	220	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	12	15	10	-1	-1	-1	-1	-1	-1	-1	180	-1	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435347	1	4	35	347	0	539	1	-1	-1	豫讓之國士無雙輪	87	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9200	36800	221	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	13	14	11	-1	-1	-1	-1	-1	-1	-1	182	-1	182	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435348	1	4	35	348	0	539	1	-1	-1	豫讓之國士無雙輪	88	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9450	37800	222	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	15	13	9	-1	-1	-1	-1	-1	-1	-1	184	-1	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435349	1	4	35	349	0	539	1	-1	-1	豫讓之國士無雙輪	89	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9700	38800	224	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	12	14	12	-1	-1	-1	-1	-1	-1	-1	186	-1	186	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435350	1	4	35	350	0	539	1	-1	-1	豫讓之國士無雙輪	90	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9950	39800	225	3	3	-1	-1	Annulus3_8	环类	1495	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	13	13	12	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435351	1	4	35	351	0	544	1	-1	-1	賢臣之黃泉	91	神威震江湖，名成在黃泉。	10700	42800	226	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	-1	190	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435352	1	4	35	352	0	544	1	-1	-1	賢臣之黃泉	92	神威震江湖，名成在黃泉。	11000	44000	227	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	192	-1	192	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435353	1	4	35	353	0	544	1	-1	-1	賢臣之黃泉	93	神威震江湖，名成在黃泉。	11300	45200	229	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	194	-1	194	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435354	1	4	35	354	0	544	1	-1	-1	賢臣之黃泉	94	神威震江湖，名成在黃泉。	11600	46400	230	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	196	-1	196	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435355	1	4	35	355	0	544	1	-1	-1	賢臣之黃泉	95	神威震江湖，名成在黃泉。	11900	47600	231	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	198	-1	198	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435356	1	4	35	356	0	544	1	-1	-1	賢臣之黃泉	96	神威震江湖，名成在黃泉。	12200	48800	232	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	159	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	200	-1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435357	1	4	35	357	0	544	1	-1	-1	賢臣之黃泉	97	神威震江湖，名成在黃泉。	12500	50000	234	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	202	-1	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435358	1	4	35	358	0	544	1	-1	-1	賢臣之黃泉	98	神威震江湖，名成在黃泉。	12800	51200	235	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	204	-1	204	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435359	1	4	35	359	0	544	1	-1	-1	賢臣之黃泉	99	神威震江湖，名成在黃泉。	13100	52400	236	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	206	-1	206	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435360	1	4	35	360	0	544	1	-1	-1	賢臣之黃泉	100	神威震江湖，名成在黃泉。	16000	64000	237	3	3	-1	-1	Annulus4_13	环类	1496	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435361	1	4	35	361	0	544	1	-1	-1	秦瓊之黃泉	91	神威震江湖，名成在黃泉。	10700	42800	226	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	15	-1	-1	-1	-1	-1	-1	-1	190	-1	190	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435362	1	4	35	362	0	544	1	-1	-1	秦瓊之黃泉	92	神威震江湖，名成在黃泉。	11000	44000	227	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	17	-1	-1	-1	-1	-1	-1	-1	192	-1	192	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435363	1	4	35	363	0	544	1	-1	-1	秦瓊之黃泉	93	神威震江湖，名成在黃泉。	11300	45200	229	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	19	-1	-1	-1	-1	-1	-1	-1	194	-1	194	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435364	1	4	35	364	0	544	1	-1	-1	秦瓊之黃泉	94	神威震江湖，名成在黃泉。	11600	46400	230	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	17	-1	-1	-1	-1	-1	-1	-1	196	-1	196	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435365	1	4	35	365	0	544	1	-1	-1	秦瓊之黃泉	95	神威震江湖，名成在黃泉。	11900	47600	231	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	19	-1	-1	-1	-1	-1	-1	-1	198	-1	198	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435366	1	4	35	366	0	544	1	-1	-1	秦瓊之黃泉	96	神威震江湖，名成在黃泉。	12200	48800	232	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	16	-1	-1	-1	-1	-1	-1	-1	200	-1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435367	1	4	35	367	0	544	1	-1	-1	秦瓊之黃泉	97	神威震江湖，名成在黃泉。	12500	50000	234	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	18	-1	-1	-1	-1	-1	-1	-1	202	-1	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435368	1	4	35	368	0	544	1	-1	-1	秦瓊之黃泉	98	神威震江湖，名成在黃泉。	12800	51200	235	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	-1	-1	-1	-1	204	-1	204	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435369	1	4	35	369	0	544	1	-1	-1	秦瓊之黃泉	99	神威震江湖，名成在黃泉。	13100	52400	236	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	18	-1	-1	-1	-1	-1	-1	-1	206	-1	206	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435370	1	4	35	370	0	544	1	-1	-1	秦瓊之黃泉	100	神威震江湖，名成在黃泉。	16000	64000	237	3	3	-1	-1	Annulus4_13	环类	1497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	22	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435371	1	4	35	371	0	544	1	-1	-1	樂毅之黃泉	91	神威震江湖，名成在黃泉。	10700	42800	226	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	-1	190	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435372	1	4	35	372	0	544	1	-1	-1	樂毅之黃泉	92	神威震江湖，名成在黃泉。	11000	44000	227	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	192	-1	192	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435373	1	4	35	373	0	544	1	-1	-1	樂毅之黃泉	93	神威震江湖，名成在黃泉。	11300	45200	229	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	194	-1	194	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435374	1	4	35	374	0	544	1	-1	-1	樂毅之黃泉	94	神威震江湖，名成在黃泉。	11600	46400	230	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	196	-1	196	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435375	1	4	35	375	0	544	1	-1	-1	樂毅之黃泉	95	神威震江湖，名成在黃泉。	11900	47600	231	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	198	-1	198	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435376	1	4	35	376	0	544	1	-1	-1	樂毅之黃泉	96	神威震江湖，名成在黃泉。	12200	48800	232	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	200	-1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435377	1	4	35	377	0	544	1	-1	-1	樂毅之黃泉	97	神威震江湖，名成在黃泉。	12500	50000	234	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	202	-1	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435378	1	4	35	378	0	544	1	-1	-1	樂毅之黃泉	98	神威震江湖，名成在黃泉。	12800	51200	235	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	204	-1	204	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435379	1	4	35	379	0	544	1	-1	-1	樂毅之黃泉	99	神威震江湖，名成在黃泉。	13100	52400	236	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	206	-1	206	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435380	1	4	35	380	0	544	1	-1	-1	樂毅之黃泉	100	神威震江湖，名成在黃泉。	16000	64000	237	3	3	-1	-1	Annulus4_13	环类	1498	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435381	1	4	35	381	0	544	1	-1	-1	羅成之黃泉	91	神威震江湖，名成在黃泉。	10700	42800	226	3	3	-1	-1	Annulus4_13	环类	1499	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	12	-1	-1	-1	-1	-1	-1	-1	190	-1	190	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
