INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
162	1600	9628	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	6618	385671	37036	1157015	37036	1157015	9921	578507	9921	578507	37036	1157015	39673	1542687	39673	1542687	39673	1542687	39673	1542687	39673	1542687	39673	1542687	39673	1542687	39673	1542687	39673	1542687
163	1600	9628	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	6735	385671	37689	1157015	37689	1157015	10096	578507	10096	578507	37689	1157015	40372	1542687	40372	1542687	40372	1542687	40372	1542687	40372	1542687	40372	1542687	40372	1542687	40372	1542687	40372	1542687
164	1600	9628	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	6852	385671	38342	1157015	38342	1157015	10271	578507	10271	578507	38342	1157015	41071	1542687	41071	1542687	41071	1542687	41071	1542687	41071	1542687	41071	1542687	41071	1542687	41071	1542687	41071	1542687
165	1600	9628	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	6969	385671	38995	1157015	38995	1157015	10446	578507	10446	578507	38995	1157015	41770	1542687	41770	1542687	41770	1542687	41770	1542687	41770	1542687	41770	1542687	41770	1542687	41770	1542687	41770	1542687
166	1600	9628	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	7086	385671	39648	1157015	39648	1157015	10621	578507	10621	578507	39648	1157015	42469	1542687	42469	1542687	42469	1542687	42469	1542687	42469	1542687	42469	1542687	42469	1542687	42469	1542687	42469	1542687
167	1600	9628	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	7203	385671	40301	1157015	40301	1157015	10796	578507	10796	578507	40301	1157015	43168	1542687	43168	1542687	43168	1542687	43168	1542687	43168	1542687	43168	1542687	43168	1542687	43168	1542687	43168	1542687
168	1600	9628	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	7320	385671	40954	1157015	40954	1157015	10971	578507	10971	578507	40954	1157015	43867	1542687	43867	1542687	43867	1542687	43867	1542687	43867	1542687	43867	1542687	43867	1542687	43867	1542687	43867	1542687
169	1600	9628	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	7437	385671	41607	1157015	41607	1157015	11146	578507	11146	578507	41607	1157015	44566	1542687	44566	1542687	44566	1542687	44566	1542687	44566	1542687	44566	1542687	44566	1542687	44566	1542687	44566	1542687
170	1600	9628	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	7554	385671	42260	1157015	42260	1157015	11321	578507	11321	578507	42260	1157015	45265	1542687	45265	1542687	45265	1542687	45265	1542687	45265	1542687	45265	1542687	45265	1542687	45265	1542687	45265	1542687
171	1600	9628	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	7671	385671	42913	1157015	42913	1157015	11496	578507	11496	578507	42913	1157015	45964	1542687	45964	1542687	45964	1542687	45964	1542687	45964	1542687	45964	1542687	45964	1542687	45964	1542687	45964	1542687
172	1600	9628	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	7788	385671	43566	1157015	43566	1157015	11671	578507	11671	578507	43566	1157015	46663	1542687	46663	1542687	46663	1542687	46663	1542687	46663	1542687	46663	1542687	46663	1542687	46663	1542687	46663	1542687
173	1600	9628	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	7905	385671	44219	1157015	44219	1157015	11846	578507	11846	578507	44219	1157015	47362	1542687	47362	1542687	47362	1542687	47362	1542687	47362	1542687	47362	1542687	47362	1542687	47362	1542687	47362	1542687
174	1600	9628	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	8022	385671	44872	1157015	44872	1157015	12021	578507	12021	578507	44872	1157015	48061	1542687	48061	1542687	48061	1542687	48061	1542687	48061	1542687	48061	1542687	48061	1542687	48061	1542687	48061	1542687
175	1600	9628	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	8139	385671	45525	1157015	45525	1157015	12196	578507	12196	578507	45525	1157015	48760	1542687	48760	1542687	48760	1542687	48760	1542687	48760	1542687	48760	1542687	48760	1542687	48760	1542687	48760	1542687
176	1600	9628	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	8256	385671	46178	1157015	46178	1157015	12371	578507	12371	578507	46178	1157015	49459	1542687	49459	1542687	49459	1542687	49459	1542687	49459	1542687	49459	1542687	49459	1542687	49459	1542687	49459	1542687
177	1600	9628	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	8373	385671	46831	1157015	46831	1157015	12546	578507	12546	578507	46831	1157015	50158	1542687	50158	1542687	50158	1542687	50158	1542687	50158	1542687	50158	1542687	50158	1542687	50158	1542687	50158	1542687
178	1600	9628	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	8490	385671	47484	1157015	47484	1157015	12721	578507	12721	578507	47484	1157015	50857	1542687	50857	1542687	50857	1542687	50857	1542687	50857	1542687	50857	1542687	50857	1542687	50857	1542687	50857	1542687
179	1600	9628	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	8607	385671	48137	1157015	48137	1157015	12896	578507	12896	578507	48137	1157015	51556	1542687	51556	1542687	51556	1542687	51556	1542687	51556	1542687	51556	1542687	51556	1542687	51556	1542687	51556	1542687
180	1600	9628	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	8724	385671	48790	1157015	48790	1157015	13071	578507	13071	578507	48790	1157015	52255	1542687	52255	1542687	52255	1542687	52255	1542687	52255	1542687	52255	1542687	52255	1542687	52255	1542687	52255	1542687
181	1600	9628	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	8841	385671	49443	1157015	49443	1157015	13246	578507	13246	578507	49443	1157015	52954	1542687	52954	1542687	52954	1542687	52954	1542687	52954	1542687	52954	1542687	52954	1542687	52954	1542687	52954	1542687
